date,category,score,invitations,nocs
26-Mar-2020,Occupations In-Demand,75.0,205.0,"4021, 0213, 1221, 0111, 0114, 0621, 0014, 6332, 4033, 1114, 1241, 0112, 4214, 4163, 0113, 0013, 1121, 4212, 0121, 2233, 1212, 4165, 0421, 0821, 0601, 0125, 6235, 4166, 0016, 1223, 3211, 0631, 8255, 0711, 3223, 3234, 1253, 2134, 6342, 4216, 2234, 7281, 2242, 0714, 2253, 1252, 2263, 7241, 2264, 7312, 1213, 9213, 3212, 1243, 3219, 6222, 1214, 0731, 1215, 7205, 0822, 7251, 1222, 7294, 0912, 7315, 4164, 9212, 1224, 0212, 1225"
27-Feb-2020,Express Entry,69.0,301.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2142, 2144, 2148, 2161, 2222, 2233, 2234, 2242, 2253, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3211, 3212, 3214, 3219, 3223, 4021, 4033, 4152, 4161, 4163, 4164, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 6221, 6222, 6235, 6316, 6321, 6332, 6342, 7245, 7246, 7251, 7294, 7305, 7312, 7315, 7321, 8255, 9212, 9231, 9232"
27-Feb-2020,Occupations In-Demand,69.0,275.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2142, 2144, 2148, 2161, 2222, 2233, 2234, 2242, 2253, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3211, 3212, 3214, 3219, 3223, 4021, 4033, 4152, 4161, 4163, 4164, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 6221, 6222, 6235, 6316, 6321, 6332, 6342, 7245, 7246, 7251, 7294, 7305, 7312, 7315, 7321, 8255, 9212, 9231, 9232"
13-Feb-2020,Express Entry,70.0,277.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0601, 0621, 0631, 0651, 0711, 0712, 0714, 0731, 0811, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2144, 2148, 2161, 2233, 2234, 2242, 2252, 2253, 2254, 2263, 2264, 2272, 2281, 2282, 2283, 3211, 3212, 3214, 3215, 3219, 3223, 3234, 4021, 4033, 4151, 4152, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6316, 6321, 6331, 6332, 6342, 7201, 7204, 7231, 7234, 7241, 7242, 7244, 7246, 7251, 7294, 7311, 7313, 7315, 7322, 7335, 7384, 9212, 9232"
13-Feb-2020,Occupations In-Demand,70.0,369.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0601, 0621, 0631, 0651, 0711, 0712, 0714, 0731, 0811, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2144, 2148, 2161, 2233, 2234, 2242, 2252, 2253, 2254, 2263, 2264, 2272, 2281, 2282, 2283, 3211, 3212, 3214, 3215, 3219, 3223, 3234, 4021, 4033, 4151, 4152, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6316, 6321, 6331, 6332, 6342, 7201, 7204, 7231, 7234, 7241, 7242, 7244, 7246, 7251, 7294, 7311, 7313, 7315, 7322, 7335, 7384, 9212, 9232"
13-Jan-2020,Express Entry,69.0,125.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0601, 0621, 0651, 0711, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1223, 1225, 1241, 1242, 1243, 1254, 1311, 2134, 2172, 2174, 2221, 2233, 2234, 2253, 2263, 2281, 2282, 3211, 3215, 3219, 3234, 3237, 4011, 4021, 4033, 4152, 4161, 4163, 4165, 4211, 4214, 4215, 6222, 6235, 6315, 6316, 6321, 7235, 7334, 7381, 9241"
13-Jan-2020,Occupations In-Demand,69.0,109.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0601, 0621, 0651, 0711, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1223, 1225, 1241, 1242, 1243, 1254, 1311, 2134, 2172, 2174, 2221, 2233, 2234, 2253, 2263, 2281, 2282, 3211, 3215, 3219, 3234, 3237, 4011, 4021, 4033, 4152, 4161, 4163, 4165, 4211, 4214, 4215, 6222, 6235, 6315, 6316, 6321, 7235, 7334, 7381, 9241"
9-Jan-2020,Express Entry,69.0,142.0,"0013, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2264, 2281, 2282, 3211, 3212, 3215, 3 234, 4011, 4021, 4033, 4151, 4161, 4163, 4164, 4165, 4166, 4167, 4212, 4214, 4214, 6221, 6235, 6321, 6331, 6332, 7236, 7237, 7246, 7281, 7312, 7313, 7321, 7322, 8211, 9213"
9-Jan-2020,Occupations In-Demand,69.0,166.0,"0013, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2264, 2281, 2282, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4164, 4165, 4166, 4167, 4212, 4214, 4214, 6221, 6235, 6321, 6331, 6332, 7236, 7237, 7246, 7281, 7312, 7313, 7321, 7322, 8211, 9213"
20-Dec-19,Express Entry,69.0,304.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1254, 1311, 2134, 2144, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2244, 2253, 2263, 2264, 2281, 2282, 3143, 3211, 3212, 3214, 3219, 3234, 4011, 4021, 4033, 4152, 4163, 4164, 4165, 4169, 4211, 4212, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7231, 7237, 7241, 7246, 7302, 7305, 7312, 7321, 7333, 7371, 9232, 9241"
20-Dec-19,Occupations In-Demand,69.0,291.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1254, 1311, 2134, 2144, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2244, 2253, 2263, 2264, 2281, 2282, 3143, 3211, 3212, 3214, 3219, 3234, 4011, 4021, 4033, 4152, 4163, 4164, 4165, 4169, 4211, 4212, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7231, 7237, 7241, 7246, 7302, 7305, 7312, 7321, 7333, 7371, 9232, 9241"
28-Nov-19,Express Entry,69.0,200.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0714, 0731, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1253, 1254, 1311, 2134, 2142, 2144, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2272, 2281, 2282, 3143, 3212, 3214, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4165, 4166, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6321, 6331, 6332, 6342, 7205, 7231, 7237, 7241, 7242, 7243, 7244, 7246, 7302, 7321, 7384, 9213, 9232, 9241"
28-Nov-19,Occupations In-Demand,69.0,260.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0714, 0731, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1253, 1254, 1311, 2134, 2142, 2144, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2272, 2281, 2282, 3143, 3212, 3214, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4165, 4166, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6321, 6331, 6332, 6342, 7205, 7231, 7237, 7241, 7242, 7243, 7244, 7246, 7302, 7321, 7384, 9213, 9232, 9241"
12-Nov-19,Express Entry,69.0,303.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0712, 0714, 0821, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1225, 1241, 1253, 1254, 1311, 1313, 2134, 2144, 2172, 2174, 2221, 2234, 2251, 2252, 2253, 2263, 2272, 2281, 2282, 3211, 3212, 3214, 3215, 3234, 4011, 4021, 4033, 4152, 4153, 4161, 4163, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7202, 7237, 7241, 7242, 7244, 7251, 7271, 7311, 7312, 7315, 7321, 7371, 9213, 9241"
12-Nov-19,Occupations In-Demand,69.0,222.0,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0712, 0714, 0821, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1225, 1241, 1253, 1254, 1311, 1313, 2134, 2144, 2172, 2174, 2221, 2234, 2251, 2252, 2253, 2263, 2272, 2281, 2282, 3211, 3212, 3214, 3215, 3234, 4011, 4021, 4033, 4152, 4153, 4161, 4163, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7202, 7237, 7241, 7242, 7244, 7251, 7271, 7311, 7312, 7315, 7321, 7371, 9213, 9241"
31-Oct-19,Express Entry,68.0,627.0,"1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1252, 1253, 1254, 1313, 2171, 2172, 2222, 2234, 2242, 2251, 2253, 2263, 2281, 2282, 3212, 3219, 3223, 3237, 4011, 4021, 4033, 4161, 4163, 4164, 4165, 4166, 4167, 4211, 4216, 6221, 6222, 6235, 6316, 6331, 6342, 7245, 7246, 7315, 8222, 8255, 9212, 9213, 9226, 9241"
31-Oct-19,Occupations In-Demand,68.0,231.0,"1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1252, 1253, 1254, 1313, 2171, 2172, 2222, 2234, 2242, 2251, 2253, 2263, 2281, 2282, 3212, 3219, 3223, 3237, 4011, 4021, 4033, 4161, 4163, 4164, 4165, 4166, 4167, 4211, 4216, 6221, 6222, 6235, 6316, 6331, 6342, 7245, 7246, 7315, 8222, 8255, 9212, 9213, 9226, 9241"
24-Oct-19,Express Entry,69.0,372.0,"0013, 0014, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1253, 1311, 1313, 2134, 2142, 2144, 2148, 2171, 2172, 2174, 2221, 2222, 2233, 2234, 2242, 2251, 2252, 2253, 2262, 2263, 2264, 2272, 2281, 2282, 3143, 3211, 3212, 3214, 3215, 3217, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4152, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 6344, 7201, 7202, 7204, 7231, 7235, 7236, 7237, 7241, 7242, 7243, 7244, 7251, 7271, 7281, 7294, 7305, 7311, 7312, 7313, 7321, 7322, 7381, 7384, 8211, 8222, 9213, 9231, 9232"
24-Oct-19,Occupations In-Demand,69.0,550.0,"0013, 0014, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1253, 1311, 1313, 2134, 2142, 2144, 2148, 2171, 2172, 2174, 2221, 2222, 2233, 2234, 2242, 2251, 2252, 2253, 2262, 2263, 2264, 2272, 2281, 2282, 3143, 3211, 3212, 3214, 3215, 3217, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4152, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 6344, 7201, 7202, 7204, 7231, 7235, 7236, 7237, 7241, 7242, 7243, 7244, 7251, 7271, 7281, 7294, 7305, 7311, 7312, 7313, 7321, 7322, 7381, 7384, 8211, 8222, 9213, 9231, 9232"
17-Oct-19,Express Entry,67.0,986.0,"0621, 0631, 0711, 0821, 1114, 1311, 2171, 4212, 4214, 4214, 6221, 7312, 7321"
8-Oct-19,Occupations In-Demand,69.0,328.0,"0111, 0112, 0114, 0122, 0821, 1114, 1221, 1241, 1311, 2171, 2174, 2251 6235, 6332, 7321"
8-Oct-19,Express Entry,69.0,231.0,"0111, 0112, 0114, 0122, 0821, 1114, 1221, 1241, 1311, 2171, 2174, 2251 6235, 6332, 7321"
2-Oct-19,Occupations In-Demand,68.0,214.0,"0013, 0014, 0016, 0121, 0125, 0131, 0212, 0421, 0621, 0631, 0632, 0711, 0712, 0714, 0731, 0811, 0912, 1121, 1211, 1212, 1213, 1215, 1222, 1223, 1224, 1225, 1226, 1242, 1243, 1251, 1252, 1254, 1313, 2112, 2172, 2222, 2233, 2234, 2242, 2253, 2262, 2263, 2281, 2282, 3212, 3214, 3219, 3223, 3237, 4033, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4216, 6221, 6222, 6315, 6316, 6321, 6331, 6342, 7232, 7305, 7311, 7315, 7381, 8222, 9212, 9213, 9232, 9241"
2-Oct-19,Express Entry,68.0,396.0,"0013, 0014, 0016, 0121, 0125, 0131, 0212, 0421, 0621, 0631, 0632, 0711, 0712, 0714, 0731, 0811, 0912, 1121, 1211, 1212, 1213, 1215, 1222, 1223, 1224, 1225, 1226, 1242, 1243, 1251, 1252, 1254, 1313, 2112, 2172, 2222, 2233, 2234, 2242, 2253, 2262, 2263, 2281, 2282, 3212, 3214, 3219, 3223, 3237, 4033, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4216, 6221, 6222, 6315, 6316, 6321, 6331, 6342, 7232, 7305, 7311, 7315, 7381, 8222, 9212, 9213, 9232, 9241"
25-Sep-19,Occupations In-Demand,79.0,365.0,"0013, 0016, 0111, 0112, 0113, 0114, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0712, 0714, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 1313, 2112, 2131, 2134, 2142, 2148, 2161, 2171, 2172, 2221, 2222, 2242, 2251, 2252, 2253, 2263, 2281, 2282, 3122, 3143, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4152, 4161, 4163, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6331, 6332, 6342, 7201, 7202, 7204, 7231, 7237, 7305, 7311, 7312, 7321, 7322, 7381, 9213, 9241"
25-Sep-19,Express Entry,70.0,404.0,"0013, 0016, 0111, 0112, 0113, 0114, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0712, 0714, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 1313, 2112, 2131, 2134, 2142, 2148, 2161, 2171, 2172, 2221, 2222, 2242, 2251, 2252, 2253, 2263, 2281, 2282, 3122, 3143, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4152, 4161, 4163, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6331, 6332, 6342, 7201, 7202, 7204, 7231, 7237, 7305, 7311, 7312, 7321, 7322, 7381, 9213, 9241"