date,category,score,invitations,nocs
03-Nov-20,Occupations In-Demand,68,262,"0016, 0212, 0421, 0423, 0632, 0651, 0712, 0731, 0811, 0821, 0912, 2222, 2233, 2234, 2242, 2244, 2251, 2253, 2261, 2262, 2264, 3212, 3217, 3219, 3223, 3237, 4033, 4156, 4161, 4164, 4166, 4167, 4169, 4216, 6222, 6312, 6315, 6316, 6321, 7232, 7245, 7246, 7305, 7311, 7313, 7315, 7334, 7384, 8222, 8255, 9212, 9213, 9226, 9231, 9241"
21-Oct-20,Express Entry,69,340,"0111, 1221, 1114, 0601, 6221, 0112, 4163, 1121, 0125, 0714, 0113, 6235, 1215, 1223, 0013, 0114, 0711, 1222, 4165, 1242, 1225, 2263, 3219, 4033, 0014, 3223, 2251, 4166, 6222, 4161, 3212, 0212, 0121, 9226, 0421, 0016, 1313, 0821, 3237, 1243, 0632, 8222, 2233, 2253, 2242, 2262, 2222, 4164, 7246, 1224, 9213, 2264, 0423, 4167"
21-Oct-20,Occupations In-Demand,78,278,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0125, 0212, 0421, 0423, 0601, 0632, 0711, 0712, 0714, 0731, 0811, 0821, 1114, 1121, 1211, 1214, 1215, 1221, 1222, 1223, 1224, 1225, 1242, 1243, 1252, 1254, 2222, 2233, 2234, 2242, 2251, 2253, 2263, 2272, 3212, 3219, 3223, 3237, 4033, 4161, 4163, 4164, 4166, 4216, 6221, 6222, 6235, 6315, 6321, 6344, 7246, 7301, 7311, 7313, 7384, 8222, 9226, 9231"
07-Oct-20,Express Entry,70,455,"0013, 0014, 0111, 0112, 0113, 0114, 0121, 0125, 0212, 0421, 0601, 0632, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1215, 1221, 1222, 1223, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1253, 1254, 1313, 2112, 2222, 2233, 2234, 2242, 2251, 2253, 2262, 2263, 2272, 3212, 3219, 3223, 3237, 4033, 4161, 4163, 4164, 4165, 4166, 4169, 6221, 6235, 6321, 7245, 7246, 7301, 7311, 7333, 9212, 9213, 9241"
24-Sep-20,Occupations In-Demand,82,257,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0124, 0125, 0212, 0213, 0421, 0423, 0601, 0711, 0712, 0714, 0731, 0821, 0911, 1112, 1114, 1121, 1122, 1123, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1313, 2112, 2121, 2171, 2212, 2222, 2231, 2232, 2233, 2234, 2241, 2242, 2243, 2251, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3219, 3237, 4033, 4161, 4162, 4163, 4164, 4165, 4166, 4169, 6221, 6235, 6313, 6316, 6342, 7305, 7311, 8222, 8241, 8252, 9212, 9213"
24-Sep-20,Express Entry,82,278,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0124, 0125, 0212, 0213, 0421, 0423, 0601, 0711, 0712, 0714, 0731, 0821, 0911, 1112, 1114, 1121, 1122, 1123, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1313, 2112, 2121, 2171, 2212, 2222, 2231, 2232, 2233, 2234, 2241, 2242, 2243, 2251, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3219, 3237, 4033, 4161, 4162, 4163, 4164, 4165, 4166, 4169, 6221, 6235, 6313, 6316, 6342, 7305, 7311, 8222, 8241, 8252, 9212, 9213"
15-Sep-20,Occupations In-Demand,68,166,"2173, 2174, 2175"
15-Sep-20,Express Entry,68,455,"2173, 2174, 2175"
26-Aug-20,Occupations In-Demand,68,573,"0013, 0111, 0112, 0121, 0131, 0132, 0421, 0423, 0632, 0711, 0714, 0821, 0822, 0912, 1114, 1121, 1214, 1215, 1221, 1225, 1241, 1313, 2143, 2144, 2148, 2222, 2234, 2242, 2263, 2264, 3143, 3211, 3212, 3215, 3219, 3234, 4151, 4152, 4153, 4165, 4212, 7246, 7301, 7312, 7315, 7321, 7322, 9212, 9213, 9232, 9241"
14-Aug-20,Occupations In-Demand,69,247,"0013, 0111, 0112, 0121, 0421, 0423, 0632, 0711, 0714, 0821, 0822, 0912, 1114, 1121, 1215, 1221, 1224, 1225, 1241, 1313, 2142, 2148, 2222, 2234, 2242, 2263, 2264, 3143, 3211, 3212, 3219, 3234, 4151, 4152, 4165, 4212, 7243, 7245, 7246, 7312, 7321, 8222, 9212, 9213, 9232, 9241"
14-Aug-20,Express Entry,69,286,"0013, 0111, 0112, 0121, 0421, 0423, 0632, 0711, 0714, 0821, 0822, 0912, 1114, 1121, 1215, 1221, 1224, 1225, 1241, 1313, 2142, 2148, 2222, 2234, 2242, 2263, 2264, 3143, 3211, 3212, 3219, 3234, 4151, 4152, 4165, 4212, 7243, 7245, 7246, 7312, 7321, 8222, 9212, 9213, 9232, 9241"
29-Jul-20,Occupations In-Demand,70,248,"0111, 1114, 0112, 1121, 0113, 1215, 1225, 0121, 0013, 0714, 3211, 2263, 1223, 0821, 3219, 3234, 2134, 4165, 0421, 1224, 9213, 2242, 0423, 3212, 2148, 2234, 3215, 1313, 2264, 0632, 6222, 7246, 4151, 6331, 2244, 7315, 7294, 9241, 8211, 1214, 2144, 0912, 7245"
29-Jul-20,Express Entry,70,254,"0111, 1114, 0112, 1121, 0113, 1215, 1225, 0121, 0013, 0714, 3211, 2263, 1223, 0821, 3219, 3234, 2134, 4165, 0421, 1224, 9213, 2242, 0423, 3212, 2148, 2234, 3215, 1313, 2264, 0632, 6222, 7246, 4151, 6331, 2244, 7315, 7294, 9241, 8211, 1214, 2144, 0912, 7245"
28-May-20,Occupations In-Demand,78,125,"0013, 0111, 0112, 0113, 0121, 0213, 0421, 0423, 0711, 0714, 0821, 0912, 1114, 1121, 1212, 1215, 1223, 1224, 1225, 1313, 2134, 2222, 2234, 2242, 2263, 2264, 3211, 3212, 3219, 3234, 4021, 4152, 4165, 4212, 6321, 6331, 7244, 7246, 7301, 7312, 7315, 7322, 9213, 9231"
28-May-20,Express Entry,78,127,"0013, 0111, 0112, 0113, 0121, 0213, 0421, 0423, 0711, 0714, 0821, 0912, 1114, 1121, 1212, 1215, 1223, 1224, 1225, 1313, 2134, 2222, 2234, 2242, 2263, 2264, 3211, 3212, 3219, 3234, 4021, 4152, 4165, 4212, 6321, 6331, 7244, 7246, 7301, 7312, 7315, 7322, 9213, 9231"
26-Mar-20,Occupations In-Demand,75,205,"4021, 0213, 1221, 0111, 0114, 0621, 0014, 6332, 4033, 1114, 1241, 0112, 4214, 4163, 0113, 0013, 1121, 4212, 0121, 2233, 1212, 4165, 0421, 0821, 0601, 0125, 6235, 4166, 0016, 1223, 3211, 0631, 8255, 0711, 3223, 3234, 1253, 2134, 6342, 4216, 2234, 7281, 2242, 0714, 2253, 1252, 2263, 7241, 2264, 7312, 1213, 9213, 3212, 1243, 3219, 6222, 1214, 0731, 1215, 7205, 0822, 7251, 1222, 7294, 0912, 7315, 4164, 9212, 1224, 0212, 1225"
27-Feb-20,Express Entry,69,301,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2142, 2144, 2148, 2161, 2222, 2233, 2234, 2242, 2253, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3211, 3212, 3214, 3219, 3223, 4021, 4033, 4152, 4161, 4163, 4164, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 6221, 6222, 6235, 6316, 6321, 6332, 6342, 7245, 7246, 7251, 7294, 7305, 7312, 7315, 7321, 8255, 9212, 9231, 9232"
27-Feb-20,Occupations In-Demand,69,275,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2142, 2144, 2148, 2161, 2222, 2233, 2234, 2242, 2253, 2254, 2262, 2263, 2264, 2281, 2282, 2283, 3211, 3212, 3214, 3219, 3223, 4021, 4033, 4152, 4161, 4163, 4164, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 6221, 6222, 6235, 6316, 6321, 6332, 6342, 7245, 7246, 7251, 7294, 7305, 7312, 7315, 7321, 8255, 9212, 9231, 9232"
13-Feb-20,Express Entry,70,277,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0601, 0621, 0631, 0651, 0711, 0712, 0714, 0731, 0811, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2144, 2148, 2161, 2233, 2234, 2242, 2252, 2253, 2254, 2263, 2264, 2272, 2281, 2282, 2283, 3211, 3212, 3214, 3215, 3219, 3223, 3234, 4021, 4033, 4151, 4152, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6316, 6321, 6331, 6332, 6342, 7201, 7204, 7231, 7234, 7241, 7242, 7244, 7246, 7251, 7294, 7311, 7313, 7315, 7322, 7335, 7384, 9212, 9232"
13-Feb-20,Occupations In-Demand,70,369,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0132, 0212, 0213, 0421, 0601, 0621, 0631, 0651, 0711, 0712, 0714, 0731, 0811, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 2134, 2144, 2148, 2161, 2233, 2234, 2242, 2252, 2253, 2254, 2263, 2264, 2272, 2281, 2282, 2283, 3211, 3212, 3214, 3215, 3219, 3223, 3234, 4021, 4033, 4151, 4152, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6316, 6321, 6331, 6332, 6342, 7201, 7204, 7231, 7234, 7241, 7242, 7244, 7246, 7251, 7294, 7311, 7313, 7315, 7322, 7335, 7384, 9212, 9232"
13-Jan-20,Express Entry,69,125,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0601, 0621, 0651, 0711, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1223, 1225, 1241, 1242, 1243, 1254, 1311, 2134, 2172, 2174, 2221, 2233, 2234, 2253, 2263, 2281, 2282, 3211, 3215, 3219, 3234, 3237, 4011, 4021, 4033, 4152, 4161, 4163, 4165, 4211, 4214, 4215, 6222, 6235, 6315, 6316, 6321, 7235, 7334, 7381, 9241"
13-Jan-20,Occupations In-Demand,69,109,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0601, 0621, 0651, 0711, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1223, 1225, 1241, 1242, 1243, 1254, 1311, 2134, 2172, 2174, 2221, 2233, 2234, 2253, 2263, 2281, 2282, 3211, 3215, 3219, 3234, 3237, 4011, 4021, 4033, 4152, 4161, 4163, 4165, 4211, 4214, 4215, 6222, 6235, 6315, 6316, 6321, 7235, 7334, 7381, 9241"
09-Jan-20,Express Entry,69,142,"0013, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2264, 2281, 2282, 3211, 3212, 3215, 3 234, 4011, 4021, 4033, 4151, 4161, 4163, 4164, 4165, 4166, 4167, 4212, 4214, 4214, 6221, 6235, 6321, 6331, 6332, 7236, 7237, 7246, 7281, 7312, 7313, 7321, 7322, 8211, 9213"
09-Jan-20,Occupations In-Demand,69,166,"0013, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2264, 2281, 2282, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4164, 4165, 4166, 4167, 4212, 4214, 4214, 6221, 6235, 6321, 6331, 6332, 7236, 7237, 7246, 7281, 7312, 7313, 7321, 7322, 8211, 9213"
20-Dec-19,Express Entry,69,304,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1254, 1311, 2134, 2144, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2244, 2253, 2263, 2264, 2281, 2282, 3143, 3211, 3212, 3214, 3219, 3234, 4011, 4021, 4033, 4152, 4163, 4164, 4165, 4169, 4211, 4212, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7231, 7237, 7241, 7246, 7302, 7305, 7312, 7321, 7333, 7371, 9232, 9241"
20-Dec-19,Occupations In-Demand,69,291,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1254, 1311, 2134, 2144, 2148, 2172, 2174, 2221, 2233, 2234, 2242, 2244, 2253, 2263, 2264, 2281, 2282, 3143, 3211, 3212, 3214, 3219, 3234, 4011, 4021, 4033, 4152, 4163, 4164, 4165, 4169, 4211, 4212, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7231, 7237, 7241, 7246, 7302, 7305, 7312, 7321, 7333, 7371, 9232, 9241"
28-Nov-19,Express Entry,69,200,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0714, 0731, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1253, 1254, 1311, 2134, 2142, 2144, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2272, 2281, 2282, 3143, 3212, 3214, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4165, 4166, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6321, 6331, 6332, 6342, 7205, 7231, 7237, 7241, 7242, 7243, 7244, 7246, 7302, 7321, 7384, 9213, 9232, 9241"
28-Nov-19,Occupations In-Demand,69,260,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0714, 0731, 0821, 1114, 1121, 1211, 1212, 1215, 1221, 1222, 1223, 1224, 1225, 1241, 1242, 1243, 1252, 1253, 1254, 1311, 2134, 2142, 2144, 2172, 2174, 2221, 2233, 2234, 2242, 2253, 2263, 2272, 2281, 2282, 3143, 3212, 3214, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4161, 4163, 4165, 4166, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6315, 6321, 6331, 6332, 6342, 7205, 7231, 7237, 7241, 7242, 7243, 7244, 7246, 7302, 7321, 7384, 9213, 9232, 9241"
12-Nov-19,Express Entry,69,303,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0712, 0714, 0821, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1225, 1241, 1253, 1254, 1311, 1313, 2134, 2144, 2172, 2174, 2221, 2234, 2251, 2252, 2253, 2263, 2272, 2281, 2282, 3211, 3212, 3214, 3215, 3234, 4011, 4021, 4033, 4152, 4153, 4161, 4163, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7202, 7237, 7241, 7242, 7244, 7251, 7271, 7311, 7312, 7315, 7321, 7371, 9213, 9241"
12-Nov-19,Occupations In-Demand,69,222,"0013, 0014, 0016, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0711, 0712, 0714, 0821, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1225, 1241, 1253, 1254, 1311, 1313, 2134, 2144, 2172, 2174, 2221, 2234, 2251, 2252, 2253, 2263, 2272, 2281, 2282, 3211, 3212, 3214, 3215, 3234, 4011, 4021, 4033, 4152, 4153, 4161, 4163, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 7202, 7237, 7241, 7242, 7244, 7251, 7271, 7311, 7312, 7315, 7321, 7371, 9213, 9241"
31-Oct-19,Express Entry,68,627,"1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1252, 1253, 1254, 1313, 2171, 2172, 2222, 2234, 2242, 2251, 2253, 2263, 2281, 2282, 3212, 3219, 3223, 3237, 4011, 4021, 4033, 4161, 4163, 4164, 4165, 4166, 4167, 4211, 4216, 6221, 6222, 6235, 6316, 6331, 6342, 7245, 7246, 7315, 8222, 8255, 9212, 9213, 9226, 9241"
31-Oct-19,Occupations In-Demand,68,231,"1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1252, 1253, 1254, 1313, 2171, 2172, 2222, 2234, 2242, 2251, 2253, 2263, 2281, 2282, 3212, 3219, 3223, 3237, 4011, 4021, 4033, 4161, 4163, 4164, 4165, 4166, 4167, 4211, 4216, 6221, 6222, 6235, 6316, 6331, 6342, 7245, 7246, 7315, 8222, 8255, 9212, 9213, 9226, 9241"
24-Oct-19,Express Entry,69,372,"0013, 0014, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1253, 1311, 1313, 2134, 2142, 2144, 2148, 2171, 2172, 2174, 2221, 2222, 2233, 2234, 2242, 2251, 2252, 2253, 2262, 2263, 2264, 2272, 2281, 2282, 3143, 3211, 3212, 3214, 3215, 3217, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4152, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 6344, 7201, 7202, 7204, 7231, 7235, 7236, 7237, 7241, 7242, 7243, 7244, 7251, 7271, 7281, 7294, 7305, 7311, 7312, 7313, 7321, 7322, 7381, 7384, 8211, 8222, 9213, 9231, 9232"
24-Oct-19,Occupations In-Demand,69,550,"0013, 0014, 0111, 0112, 0113, 0114, 0121, 0122, 0125, 0131, 0132, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0714, 0731, 0821, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1222, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1252, 1253, 1311, 1313, 2134, 2142, 2144, 2148, 2171, 2172, 2174, 2221, 2222, 2233, 2234, 2242, 2251, 2252, 2253, 2262, 2263, 2264, 2272, 2281, 2282, 3143, 3211, 3212, 3214, 3215, 3217, 3219, 3223, 3234, 4011, 4021, 4033, 4151, 4152, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6235, 6315, 6316, 6321, 6331, 6332, 6342, 6344, 7201, 7202, 7204, 7231, 7235, 7236, 7237, 7241, 7242, 7243, 7244, 7251, 7271, 7281, 7294, 7305, 7311, 7312, 7313, 7321, 7322, 7381, 7384, 8211, 8222, 9213, 9231, 9232"
17-Oct-19,Express Entry,67,986,"0621, 0631, 0711, 0821, 1114, 1311, 2171, 4212, 4214, 4214, 6221, 7312, 7321"
08-Oct-19,Occupations In-Demand,69,328,"0111, 0112, 0114, 0122, 0821, 1114, 1221, 1241, 1311, 2171, 2174, 2251 6235, 6332, 7321"
08-Oct-19,Express Entry,69,231,"0111, 0112, 0114, 0122, 0821, 1114, 1221, 1241, 1311, 2171, 2174, 2251 6235, 6332, 7321"
02-Oct-19,Occupations In-Demand,68,214,"0013, 0014, 0016, 0121, 0125, 0131, 0212, 0421, 0621, 0631, 0632, 0711, 0712, 0714, 0731, 0811, 0912, 1121, 1211, 1212, 1213, 1215, 1222, 1223, 1224, 1225, 1226, 1242, 1243, 1251, 1252, 1254, 1313, 2112, 2172, 2222, 2233, 2234, 2242, 2253, 2262, 2263, 2281, 2282, 3212, 3214, 3219, 3223, 3237, 4033, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4216, 6221, 6222, 6315, 6316, 6321, 6331, 6342, 7232, 7305, 7311, 7315, 7381, 8222, 9212, 9213, 9232, 9241"
02-Oct-19,Express Entry,68,396,"0013, 0014, 0016, 0121, 0125, 0131, 0212, 0421, 0621, 0631, 0632, 0711, 0712, 0714, 0731, 0811, 0912, 1121, 1211, 1212, 1213, 1215, 1222, 1223, 1224, 1225, 1226, 1242, 1243, 1251, 1252, 1254, 1313, 2112, 2172, 2222, 2233, 2234, 2242, 2253, 2262, 2263, 2281, 2282, 3212, 3214, 3219, 3223, 3237, 4033, 4153, 4161, 4163, 4164, 4165, 4166, 4167, 4169, 4211, 4216, 6221, 6222, 6315, 6316, 6321, 6331, 6342, 7232, 7305, 7311, 7315, 7381, 8222, 9212, 9213, 9232, 9241"
25-Sep-19,Occupations In-Demand,79,365,"0013, 0016, 0111, 0112, 0113, 0114, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0712, 0714, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 1313, 2112, 2131, 2134, 2142, 2148, 2161, 2171, 2172, 2221, 2222, 2242, 2251, 2252, 2253, 2263, 2281, 2282, 3122, 3143, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4152, 4161, 4163, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6331, 6332, 6342, 7201, 7202, 7204, 7231, 7237, 7305, 7311, 7312, 7321, 7322, 7381, 9213, 9241"
25-Sep-19,Express Entry,70,404,"0013, 0016, 0111, 0112, 0113, 0114, 0122, 0125, 0131, 0212, 0213, 0421, 0423, 0601, 0621, 0631, 0632, 0651, 0711, 0712, 0714, 0821, 0822, 0912, 1114, 1121, 1211, 1212, 1213, 1215, 1221, 1223, 1224, 1225, 1226, 1241, 1242, 1243, 1251, 1252, 1254, 1311, 1313, 2112, 2131, 2134, 2142, 2148, 2161, 2171, 2172, 2221, 2222, 2242, 2251, 2252, 2253, 2263, 2281, 2282, 3122, 3143, 3211, 3212, 3215, 3234, 4011, 4021, 4033, 4151, 4152, 4161, 4163, 4165, 4166, 4211, 4212, 4214, 4214, 4215, 4216, 6221, 6222, 6235, 6331, 6332, 6342, 7201, 7202, 7204, 7231, 7237, 7305, 7311, 7312, 7321, 7322, 7381, 9213, 9241"
